2011010412,9,1,印象最深的是大树与松鼠，这个游戏事先把大家分组，三个人一组，给大家讲解游戏规则。
2011011235,10,1,印象最深的一个破冰游戏叫做九个圆点，就是让首先让大家自己做准备，要有一张图上面有三行每行有三个圆点构成一个正方形，然后让大家动脑筋去想用一条线把九个点连起来，两条线连起来，三条线连起来，开始大家分头想，然后如果都想不出来的话就分成小组想，在这游戏有一个问题就是还是不能够帮助大家认识，互相认识对方，但是如果用一种比如说互相叫对方名字或者是，松鼠和大树，发生火灾什么的，又没有什么启发意义，所以还是九个大树比较有启发意义。
2011011239,7,1,介绍一个十人参与的破冰游戏，十个人围坐成一个圈，每一个人在这个游戏中的名字是她右边那个人的名字，这时候主持人在游戏过程中会问一些问题，比如说小明今天早上几点起床，真实的小明不用回答，在这个游戏中使用小明名字的人回答，如果违反了这个规则，那个人就被淘汰了，最后留下的人取得了胜利。
2011011254,10,1,哦，给我印象最深的一个破冰游戏的名称是，解手链，而然后这个游戏需要做的准备就是，让大家拉成一个圈儿，好像没有什么特别需要的道具和什么然后主要就是，靠大家团队协作，
2011011268,5,1,我印象最深的个破冰游戏叫我是谁，而这游戏不需要任何的准备，只需要把员工们带到一个，教室或者一个地方，然后给大家五分钟的时间，让他在教室里随便找样东西，好说明最能代表自己的东西然后，最后大家聚得起来说明这东西为什么代表自己，哪个特点比较符合，这个考验了大家的想象力还有展示自我能力，比较适合新的团队互相认识。，
2011012703,2,1,嗯就是解手链就是需要大家围成一圈，然后，每个人伸出右手去拉对面的那个人的手，然后左手则拉着旁边的、临边的人的手然后就而出现非常复杂的锁链型网状的东西然后需要大家不能松开手解开这个网。
2012011297,10,1,唉我印象最深的一个破冰游戏就是，嗯就是而能够很有效地帮助大家尽快，记住彼此名字，就是第一个人先说我是什么样的是谁，名称就是，然后第二个人接着第一个人说，我是什么样的旁边的谁谁谁旁边的什么样的谁谁谁，因为他们人不是很多，接到最后一个人大概也不算太长，然后，做这个游戏，也不需要做任何的准备，就可以让大家很快的记住名字然后还有那个人对自己非常简单的一个评价。
2012012731,6,1,印象最深应该是一个叫做旁若无人的破冰游戏就是两个人进一间暗房，然后他们两个看到他们要描述的话但是他们两个就是在另外一个人面前就是，描述这个东西，两个人互相沟通的而且不存，暂时不提到他们描述的事件的名字，然后有另外一个人去猜他们要表述的事件然后之后组长会出来告诉他们就是，而在别人面前旁若无人讲话的感受，再然后，不需要做其他的准备就是希望他们可以理解尊重别人，又有娱乐性在。
2013010773,4,1,我印象最深的一个应该是，啊，叫名字叫大混战，意思是让大家分成两队，可以用纸团什么的，扔来扔去，像扔雪球一样。不过这款游戏感觉稍微适合大家熟悉一点之后玩这种游戏。准备基本上没有了也就是准备一些纸之类的东西，在最开始大家比较生疏的情况下还是建议玩一些看图猜词啊这之类的游戏。
2013010775,4,1,有一个叫做解手链的游戏，就是一个人用右手握住对面一个人的手，左手握住旁边的人的手，然后他们围成错综复杂的结，需要在有限的时间内解开，有两种情况，一种是大家围成一个大圈，或者套着的小圈，如果解不开的话可以允许他们临时把手断开然后迅速连上，就是这个意思。
2013011103,10,1,接手环，需要做的准备就是主办发做好事前的，主办发做好组织工作就可以了。游戏的名称是解手环。
2013011392,7,1,最好了一个游戏，可以加深员工之间互相认识的，就是串名字的游戏，可以所有员工一起，这个游戏所做的准备，不需要做什么准备，员工坐成一个圈，然后一直说自己的名字和之前所有人的名字就可以了。
2013011395,9,1,印象最深的一个游戏就是一个串名字游戏，据说，比较适合就是在初次见面的的时候大家互相记住别人的名字。十个人围成一圈，顺时针或逆时针开始，就自我介绍说我叫什么名字，然后说一些和自己有关的，后面的人就说我是谁谁谁后面的谁谁谁，再自我介绍一下。就这样依次下去，嗯，最后面一个人要把前面的人介绍一下，这个游戏不需要做一些准备，只要人全部到就可以了。
