2011010412,6,5,红斑狼疮的注意事项是，这种疾病是一种自身免疫病，它和自身的抗体之类的有关。然后治疗方法主要由中西医两种，西医主要是采用注射激素，如果是采用这种疗法的，平时对激素的使用量要进行监控，按月随访，遵医嘱行事。还有注意要避免光照，如果是孕妇要注意避孕，如果是中医的话主要是一些辅助治疗，针对它的一些症状单独治疗的。,http://localhost/wav/2011010412/6_5.wav
2011011235,8,5,红斑狼疮就是一种自身免疫病成病原因大概就是因为一些外部刺激或者内部原因外部刺激就是寒冷紫外线，或者是一些药物刺激各种比如说青霉素然后内部的基因问题，比如说遗传基因变异，自己的变异等问题导致你的免疫细胞在攻击坏的细胞之后才开始攻击自身的免疫器官比如说他会攻击血液里面的白细胞血液细胞，会攻击肾、心脏，然后皮肤上面的组织等的这样子，因为这些东西所以就会出问题，然后治疗措施主要是，主要是激素治疗还有服用，免疫抑制药物治疗激素治疗是以前用的就是副作用也很多，所以现在他都会服用那个糖皮质激素是一种抑制药物来治疗然后还有一种，细胞重定向治疗，但是搜出来的结果感觉就是骗人的，然后主流的治疗方法就是用那个糖激素来进行治疗，哦如果是小明的熟人是怀孕期的妇女的话，还要灼酌情用量，因为它这个东西是有副作用的，对自己本身会降低免疫力，会引起神经系统的疾病，然后如果是怀孕期间对胎儿的健康也有影响，,http://localhost/wav/2011011235/8_5.wav
2011011239,11,5,那个红斑狼疮的注意事项，注意事项主要有，避免把皮肤暴露在阳光下，而尽量戒烟戒酒，然后补充钙维生素，以及饮食上需要摄入一些，低脂，少油的物品，还有注意事项，治疗措施有三种，一种是生物治疗，一种是中药治疗，一种是通过多细胞的培养和移植，,http://localhost/wav/2011011239/11_5.wav
2011011254,2,5,红斑狼疮的，注意事项是，保持心情愉快，注意饮食不可以吃海鲜然后一些发的食物，避免阳光，然后一些保健品不适合吃，在吃药的时候要注意，治疗措施是，而中医是普通的药物治疗针灸 理疗，局部封闭，然后西医是使用各种药物，比如说，非类固醇类、抗生素、抗疟药，嗯然后是，非皮质激素，现在主要使用的疗法是中西医结合治疗。,http://localhost/wav/2011011254/2_5.wav
2011011268,9,5,红斑狼疮是一种全身性的血管病，患病后的注意事项是需要，摄入，含有高蛋白的成分，保障身体的能量，然后因为它是血管病，那个血管的通透性会增加所以需要摄入大量维C的，比如说蔬菜和水果，将对于恢复血管比较比较好，然后有在治疗过程中可能会造成钙质的缺失，所以还需要多吃一些含钙的视频，治疗措施大概分为中医和西医两种路线，西医一般认为是注入多能细胞，可以治疗红斑狼疮症状，中医则是，认为这是一种体虚的症状，它有穴位疗法，内服外敷几种不同的治疗形式。,http://localhost/wav/2011011268/9_5.wav
2011012703,1,5,哦，就是注意事项的话又是在饮食方面的，，注意多摄入一些蛋白质但是要合理的量然后还有就是要少吃那种高糖高脂肪的东西，上还要注意摄受些维生素，然还要注意避免了总是暴露在阳光下要出去做些着光的措施，然后治疗措施的话分成中医和西医的，中医的话主要就是靠一些是治疗肾脏的那些重要还有就是，还有就是一些理疗，比如针灸之类的，然后西医的话主要是，有些什么，换血疗法还有些什么抗炎性药物，大概只记得这些。,http://localhost/wav/2011012703/1_5.wav
2012011297,4,5,红斑狼疮的注意事项，首先就是注意饮食方面不能食用光敏感的食物，多食用高蛋白的食物，多吃低脂低糖的食物，在作息方面就是生活要比较规律，在食物方面不能吃羊肉、驴肉之类的，注意事项还有就是要保持心情愉快，不能有太大的波动。治疗措施，首先一定积极去医院治疗，要经常复查，哪怕就是病情稳定了，也要隔一段时间去复查，以避免突然复发造成更严重的后果，治疗措施就是有西医疗法、中医疗法，还有食疗方法。西医就是很多口服的、外用药和注射用药，西医还有一个就是换血，就是把病人不好的血浆换成正常的血浆，但是这个疗法比较昂贵，一般都是极重症患者才会使用。中医除了使用中药以外，还有就是针灸、按摩等等，但是其他那些除了使用中药之外，都是要对症使用的。食疗就是给了两三个菜谱。,http://localhost/wav/2012011297/4_5.wav
2012012731,12,5,红斑狼疮主要的注意事项就是，不要让病人直接的暴露在阳光底下，然后要劳逸结合，然后吃东西尽量吃一些清热消暑的东西，要补充高蛋白然后要低糖低脂，治疗方式的话主要是西医还是通过药物治疗，包括消炎、抗炎消炎，然后还有一个什么糖皮质激素，中医的话有中药，然后通过推拿针灸也可以进行缓解。,http://localhost/wav/2012012731/12_5.wav
2013010773,11,5,系统性红斑狼疮的是属于一种免疫功能疾病，所以注意事项方面可能一个是要加强身体营养，加强身体锻炼，以增强自己的防御能力。主要因为它是免疫功能疾病所以，提升自身的免疫力是很重要的，同时，而无论是为了预防这种病还是已经得了这种病的人都一定要注意不能吃羊肉狗肉驴肉这些有温热的食物，因为他们会加重这种病情。治疗方面的话因为系统性红斑狼疮每一个人是有差异的，而一定要根据每个人的药物那些反应不一样来进行治疗，同时，一部分吧这种病的患者对光是过敏的，过敏的人不能，被太阳晒，总之就是一定要遵照医生，配合医生的治疗。,http://localhost/wav/2013010773/11_5.wav
2013010775,11,5,红斑狼疮注意事项一方面是对光过敏，要尽量避免接触日光，另外一个是要注意保暖。饮食方面的话语就是可以进行食疗，治疗措施的话中医和西医的治疗措施是不一样的，西医的话是通过药物治疗，服用免疫抑制剂一类的，中医的话可能有针灸、按摩、理疗等措施。,http://localhost/wav/2013010775/11_5.wav
